,brand,store,sido,gungu,address,phone
80,cheogajip,유니시티점,경남,창원시,경남 창원시 의창구 평산로211번길 18,055-255-9981
81,cheogajip,통영1점,경남,통영시,경남 통영시 광도면 죽림2로 76-95,055-649-9233
82,cheogajip,동천점,경남,남해군,경남 남해군 삼동면 동부대로 1235,055-867-7273
83,cheogajip,대원점,경남,창원시,경남 창원시 성산구 창원대로 548,055-237-8999
84,cheogajip,광석동점,경북,안동시,경북 안동시 대석2길 3,054-854-8288
85,cheogajip,송도점,경북,포항시,경북 포항시 남구 송림로 16,054-255-9929
86,cheogajip,문덕점,경북,포항시,경북 포항시 남구 오천읍 냉천로 302번길 43,050-4107-3502
87,cheogajip,거문도점,전남,여수시,전남 여수시 삼산면 삼호교길 2,061-665-9282
88,cheogajip,오성점,전남,광양시,전남 광양시 광양읍 덕례리 1728-1,061-763-9550
89,cheogajip,나주점,전남,나주시,전남 나주시 나주천2길 72,061-332-9281
90,cheogajip,구례점,전남,구례군,전남 구례군 구례읍 중앙로 54,061-783-9282
91,cheogajip,중화서신점,전북,전주시,전북 전주시 완산구 효자로 329,063-286-9282
92,cheogajip,정읍상동점,전북,정읍시,전북 정읍시 상동중앙로 2,063-536-9281
93,cheogajip,법동점,대전,대덕구,대전 대덕구 계족로663번길 29-18,042-633-9285
94,cheogajip,예천점,충남,서산시,충남 서산시 동서1로 174,041-667-0502
95,cheogajip,아산중앙점,충남,아산시,충남 아산시 시민로 258번길 3-3,041-545-6454
96,cheogajip,혁신도시점,충북,진천군,충북 진천군 덕산읍 대하로 114,043-534-8136
97,cheogajip,영동점,충북,영동군,충북 영동군 영동읍 계산로 18,043-745-1934
98,cheogajip,개운점,강원도,원주시,강원도 원주시 개운로 30,033-765-3368
99,cheogajip,육사점,서울특별시,노원구,서울특별시 노원구 공릉동 공릉 사서함 77-5,02-2197-5941
100,cheogajip,청전점,충북,제천시,"충북 제천시 내제로 25길 6-1, 1층(청전동)",043-643-0478
101,cheogajip,사천점,강원도,강릉시,강원도 강릉시 사천면 진리해변길 165,033-646-4539
102,cheogajip,주문진점,강원도,강릉시,강원도 강릉시 주문진읍 연주로 321,033-661-3744
103,cheogajip,리솜점,충청북도,제천시,충청북도 제천시 백운면 금봉로 214,043-653-8833
104,cheogajip,송림재능대점,인천광역시,동구,인천광역시 동구 새천년로 38번길 11,032-772-1157
105,cheogajip,불로점,인천광역시,서구,인천광역시 서구 검단로 759,032-567-4579
106,cheogajip,공업탑점,울산광역시,남구,"울산광역시 남구 수암로 12, 1층(신정동)",052-267-8592
107,cheogajip,산북점,경기,양주시,경기 양주시 평화로 1267번길 6,031-840-6277
108,cheogajip,안양2점,경기도,안양시,경기도 안양시 만안구 박달로 542번길 24,031-447-9292
109,cheogajip,고덕국제점,경기도,평택시,경기도 평택시 고덕면 여염리4279-3,031-667-8972
110,cheogajip,영통점,경기도,수원시,경기도 수원시 영통구 청명로 69,031-202-9966
111,cheogajip,녹양점,경기,의정부시,경기 의정부시 녹양로 79,031-875-9982
112,cheogajip,송도센트럴점,인천광역시,연수구,인천광역시 연수구 하모니로 188번길 17,032-831-8980
113,cheogajip,은계지구점,경기도,시흥시,경기도 시흥시 은계호수로 49,031-315-5818
114,cheogajip,다산진건1호점,경기도,남양주시,"경기도 남양주시 다산순환로  325 , 아이파크상가 108호",031-567-9282
115,cheogajip,당왕동점,경기도,안성시,경기도 안성시 고수2로 70,070-7543-7593
116,cheogajip,월곡역점,서울특별시,성북구,"서울특별시 성북구 화랑로5길 4, 1층(하월곡동)",02-941-9982
117,cheogajip,이태원역점,서울특별시,용산구,서울특별시 용산구 우사단로10길 28. 1층(이태원동),02-792-8292
118,cheogajip,남항점,부산광역시,영도구,"부산광역시 영도구 남항시장길 324, 1층 1호 (영선동2가)",051-418-5255
119,cheogajip,내동점,경상남도,김해시,"경상남도 김해시 금관대로 1365번길 4-21, 1층 (내동)",055-335-9233
120,cheogajip,홍대점,서울특별시,마포구,"서울특별시 마포구 와우산로 23, 지층(상수동, 규민빌딩)",02-333-9282
121,cheogajip,문형점,경기도,광주시,경기도 광주시 오포읍 오포로 447,031-768-8640
122,cheogajip,화봉점,울산광역시,북구,울산광역시 북구 상방로 78,052-283-1700
123,cheogajip,송현점,경상북도,안동시,경상북도 안동시 합전2길 19,054-854-9982
124,cheogajip,옥동점,경상북도,안동시,경상북도 안동시 복주1길 5,054-854-1377
125,cheogajip,대도점,경상북도,포항시,경상북도 포항시 남구 상대로 142,054-277-9985
126,cheogajip,목천점,충청남도,천안시,충청남도 천안시 동남구 목천읍 목천안터2길 10,041-555-6211
127,cheogajip,유구점,충청남도,공주시,충청남도 공주시 유구읍 석남리 269 -3,041-841-0799
128,cheogajip,신기점,전남,여수시,전남 여수시 신기남4길 14,061-691-8292
129,cheogajip,케이준 덕풍점,경기도,하남시,경기도 하남시 하남대로861번길 5,031-791-7942
130,cheogajip,해운대점,부산광역시,해운대구,부산광역시 해운대구 해운대해변로209번길26,051-744-9004
131,cheogajip,시청점,부산,연제구,부산 연제구 연제로 3,051-851-8292
132,cheogajip,압량점,경상북도,경산시,경상북도 경산시 청운2로 74,053-802-9985
133,cheogajip,축산점,경상북도,영덕군,경상북도 영덕군 축산면 축산항길 15,054-734-7377
134,cheogajip,도청점,경상북도,예천군,경상북도 예천군 호명면 양지5길 4,054-654-2747
135,cheogajip,다산점,경상북도,고령군,경상북도 고령군 다산면 상곡1길 16,054-955-9285
136,cheogajip,외동점,경북,경주시,경북 경주시 외동읍 내외로 229-5,054-746-2676
137,cheogajip,평리점,대구광역시,서구,대구광역시 서구 통학로 85-2,053-566-5222
138,cheogajip,임당점,경상북도,경산시,경상북도 경산시 남매공원로2길35,053-802-7277
139,cheogajip,장기점,대구시,달서구,대구시 달서구 장기동 824-3,053-292-9912
140,cheogajip,범물1점,대구시,수성구,대구시 수성구 범물동 1369-11,053-781-3373
141,cheogajip,가산점,경북,칠곡군,경북 칠곡군 가산면 경북대로 1588,054-971-8111
142,cheogajip,아산원남점,충청남도,아산시,충청남도 아산시 음봉면 음봉면로251번길 48,041-544-3060
143,cheogajip,유곡점,충남,당진시,충남 당진시 송산면 서정9길 12,041-355-8884
144,cheogajip,삽교점,충청남도,예산군,충청남도 예산군 삽교읍 삽교로 167,041-338-1717
145,cheogajip,당진CGV점,충남,당진시,충남 당진시 북문로1길 41-12,041-358-3904
146,cheogajip,탕정점,충남,아산시,충남 아산시 탕정면 탕정면로8번길 93-3,041-548-9997
147,cheogajip,사창점,충북,청주시,충북 청주시 서원구 창직로 17-1,043-903-5443
148,cheogajip,성화점,충북,청주시,충북 청주시 서원구 신화로 39,043-234-8989
149,cheogajip,태안점,충남,태안군,충남 태안군 태안읍 군청7길 31,041-675-0831
150,cheogajip,청양점,충청남도,청양군,충청남도 청양군 청양읍 칠갑산로 2길 13,041-944-0025
151,cheogajip,지웰점,충청북도,청주시,충청북도 청주시 흥덕구 대신로73번길 86-1,070-7622-5999
152,cheogajip,종촌점,세종시,도움1로,세종시 도움1로 106,044-866-2332
153,cheogajip,조치원점,세종시,조치원읍,세종시 조치원읍 행복길20,044-862-9399
154,cheogajip,정림점,대전,서구,대전 서구 정림동 533,042-583-9945
155,cheogajip,장항점,충남,서천군,충남 서천군 장항읍 신창서로51,041-956-6035
156,cheogajip,자양우송대점,대전광역시,대동,대전광역시 대동 358-3,042-622-5144
157,cheogajip,용암점,충청북도,청주시,충청북도 청주시 상당구 용암동 2325,043-288-7222
158,cheogajip,옥산점,충북,청주시,충북 청주시 흥덕구 옥산면 옥산시내1길 49,043-266-8292
159,cheogajip,연무대점,충남,논산시,충남 논산시 연무읍 연무로 189,041-742-0323
160,cheogajip,안서점,충청남도,천안시,충청남도 천안시 동남구 각원사길 38,041-562-3111
161,cheogajip,신불당점,충남,천안시,충남 천안시 서북구 불당동 1548,041-569-2992
162,cheogajip,신방청당점,충청남도,천안시,충청남도 천안시 동남구 풍세로 810,041-571-9922
163,cheogajip,송절테크노점,충북,청주시,충북 청주시 흥덕구 송화로184번길 7,043-268-9999
164,cheogajip,산남점,충북,청주시,충북 청주시 서원구 산남동 498,043-298-7771
165,cheogajip,분평점,충청북도,청주시,충청북도 청주시 분평동 249-6,043-291-9996
166,cheogajip,보은점,충청북도,보은군,충청북도 보은군 보은읍 삼산남로 20,043-543-2202
167,cheogajip,보람시청점,세종시,호려울로,세종시 호려울로 19,044-862-9289
168,cheogajip,모항만리포점,충남,태안군,충남 태안군 소원면 모항파도로 113,041-672-9072
169,cheogajip,만년점,대전,서구,대전 서구 만년남로3번길 1,042-489-9282
170,cheogajip,둔포점,충청남도,아산시,충청남도 아산시 둔포면 아산밸리중앙로47,041-534-7776
171,cheogajip,동대점,충청남도,보령시,충청남도 보령시 동현로 26,041-934-4073
172,cheogajip,도담어진점,세종시,보듬4로,세종시 보듬4로 9,044-867-9287
173,cheogajip,보령대천해수욕장점,충청남도,보령시,"충청남도 보령시 머드로 141, 2층",041- 933 - 2288
174,cheogajip,노은사랑점,대전,유성구,대전 유성구 지족로148번길 9,042-822-9958
175,cheogajip,내포점,충남,홍성군,충남 홍성군 홍북읍 자경로 17,041-634-2500
176,cheogajip,내덕청대점,충북,청주시,충북 청주시 청원구 안덕벌로49번길 6,043-222-5777
177,cheogajip,기지시점,충청남도,당진시,충청남도 당진시 송악읍 반촌로 98-4,041-352-1211
178,cheogajip,관저사랑점,대전광역시,서구,"대전광역시 서구 관저남로25번길 8-8, 1층 102호(관저동)",042-543-0072
179,cheogajip,가장내동점,대전광역시,서구,대전광역시 서구 괴정동 82-22,042-525-5881
180,cheogajip,가오점,대전광역시,동구,대전광역시 동구 대전로 437,042-283-9001
181,cheogajip,강릉교동점,강원도,강릉시,강원도 강릉시 지변동 285-21,033-642-5582
182,cheogajip,화순점,전남,화순군,전남 화순군 화순읍 쌍충로 12-1,061-371-9282
183,cheogajip,진월점,광주,남구,광주 남구 금당로 78,062-674-9282
184,cheogajip,웅천점,전남,여수시,전남 여수시 웅천로 261,061-691-8599
185,cheogajip,어양점,전북,익산시,전북 익산시 하나로10길 13,063-831-9280
186,cheogajip,부안점,전북,부안군,전북 부안군 부안읍 오리정로172-1,063-583-8892
187,cheogajip,가호점,경남,진주시,경남 진주시 호탄길21번길 10-2,055-762-9797
188,cheogajip,농소점,경남,거제시,경남 거제시 장목면 거제북로 2586,055-637-9298
189,cheogajip,함양점,경남,함양군,경남 함양군 함양읍 교산3길 3,055-962-9200
190,cheogajip,호계점,창원시,마산회원구,창원시 마산회원구 내서읍 광려천북로 184-1,055-231-8293
191,cheogajip,현동점,경남,창원시,경남 창원시 마산합포구 현동6길 18,055-224-4780
192,cheogajip,초전점,경남,진주시,경남 진주시 초전북로 61번길 15-15,055-741-9280
193,cheogajip,양덕점,경남,창원시,경남 창원시 마산회원구 양덕남7길 13,055-298-9292
194,cheogajip,신원점,경남,거창군,경남 거창군 신원면 신차로 3062,055-944-9192
195,cheogajip,교방점,경남,창원시,경남 창원시 마산회원구 회원남로 14,055-245-5092
196,cheogajip,문동점,경남,거제시,경남 거제시 거제중앙로 1537,055-636-9290
197,cheogajip,마산장군점,경남,창원시,경남 창원시 마산합포구 장군천로 42,055-224-0027
198,cheogajip,도동점,경남,진주시,경남 진주시 도동로 240번길 10,055-762-1990
199,cheogajip,금남점,경남,하동군,경남 하동군 금남면 섬진강대로 972,055-882-9696
200,cheogajip,강릉중앙점,강원도,강릉시,강원도 강릉시 금성로 58,033-647-5133
201,cheogajip,국토정중앙면점,강원,양구군,강원 양구군 국토정중앙면 삼팔선로 10,033-481-2521
202,cheogajip,신동정원점,강원도,정선군,강원도 정선군 신동읍 예미리 766,033-378-7892
203,cheogajip,내곡관동대점,강원도,관대길,강원도 관대길 32,033-643-1188
204,cheogajip,봉오점,강원도,화천군,강원도 화천군 상서면 신월동로 10,033-442-6555
205,cheogajip,목행점,충주시,행정9길,충주시 행정9길 32,043-845-7987
206,cheogajip,입암점,강원도,강릉시,강원도 강릉시 월대산로 59,033-652-1230
207,cheogajip,산양점,강원도,화천군,강원도 화천군 상서면  영서로 7756-1,033-442-6389
208,cheogajip,북평점,강원,동해시,강원 동해시 오일장길 7,033-522-4999
209,cheogajip,함덕점,제주특별자치도,제주시,제주특별자치도 제주시 조천읍 함덕남16길 108,064-782-3383
210,cheogajip,고덕점,서울특별시,강동구,서울특별시 강동구 아리수로74길 35-23,02-6082-3336
211,cheogajip,사당2점,서울특별시,동작구,서울특별시 동작구 동작대로29나길 30,02-535-9992
212,cheogajip,남창점,울산광역시,울주군,"울산광역시 울주군 온양읍 솔밭1길 23-5, 1층",052-237-8292
213,cheogajip,남구청현대점,부산광역시,남구,부산광역시 남구 문현로 63(문현동),051-637-9992
214,cheogajip,광안해변점,부산광역시,수영구,"부산광역시 수영구 수영로 506, 근린생활시설-2동 10호 (광안동)",051-757-6768
215,cheogajip,명학역점,경기도,안양시,경기도 안양시 만안구 안양로 96,031-465-0211
216,cheogajip,아주대점,경기도,수원시,경기도 수원시 팔달구 중부대로220번길 10,031-302-6897
217,cheogajip,금촌점,경기도,파주시,경기도 파주시 황골로 15,031-945-9199
218,cheogajip,천상점,울산광역시,울주군,"울산광역시 울주군 범서읍 천상1길 18, 104호",052-245-6645
219,cheogajip,영주점,부산광역시,중구,부산광역시 중구 중구로 64 (대청동4가),051-466-9995
220,cheogajip,중랑역점,서울특별시,중랑구,"서울특별시 중랑구 중랑천로 117, 가동 1층(중화동, 정광빌딩)",02-432-8999
221,cheogajip,은평뉴타운점,서울특별시,은평구,"서울특별시 은평구 진관3로 67, 909동 1층 상가108호(진관동, 은평뉴타운 구파발)",02-383-8292
222,cheogajip,창5점,서울특별시,도봉구,서울특별시 도봉구 마들로 555,02-996-9292
223,cheogajip,신당점,서울특별시,중구,서울특별시 중구 퇴계로74길 21-5 1층 103호,02-2231-5460
224,cheogajip,용곡점,충남,천안시,충남 천안시 동남구 용곡5길 39-4,041-592-9292
225,cheogajip,정왕1호점,경기도,시흥시,경기도 시흥시 정왕대로233번안길 3-4,031-431-3336
226,cheogajip,심곡본점,경기도,부천시,경기도 부천시 경인로 190,032-661-9985
227,cheogajip,우정혁신점,울산광역시,중구,울산광역시 중구 평동3길32,052-212-9594
228,cheogajip,영화점,경기,수원시,경기 수원시 장안구 수성로364번길 15,031-241-0777
229,cheogajip,답십리점,서울특별시,동대문구,"서울특별시 동대문구 서울시립대로4길 27, 1층(전농동)",02-3390-9848
230,cheogajip,이동석동점,경상남도,창원시,"경상남도 창원시 진해구 이동로38번길 9, 1층(이동)",055-551-9299
231,cheogajip,송현점,인천광역시,동구,인천광역시 동구 수문통로 35,032-777-7734
232,cheogajip,별내2호점,경기,남양주시,경기 남양주시 덕송2로6번길 12-7,031-557-7036
233,cheogajip,금당점,전남,순천시,"전남 순천시 조례못등길 85, 1층",061-722-9282
234,cheogajip,원주기업도시점,강원도,원주시,강원도 원주시 지정면 신지정로 300,033-744-7161
235,cheogajip,신례원점,충청남도,예산군,충청남도 예산군 예산읍 창신로 67,041-334-8989
236,cheogajip,오학점,경기도,여주시,경기도 여주시 현암3길 16,031-885-9259
237,cheogajip,내발산점,서울특별시,강서구,서울특별시 강서구 우장산로 19,02-3664-4820
238,cheogajip,월영경대점,경상남도,창원시,경상남도 창원시 마산합포구 월영북16길 19,055-247-9292
239,cheogajip,오창2산단점,충북,청주시,충북 청주시 청원구 오창읍 주성1길 12,043-215-7575
240,cheogajip,망포점,경기도,수원시,경기도 수원시 영통구 영통로 153번길 6,031-205-1002
241,cheogajip,고강점,경기도,부천시,경기도 부천시 수주로 21-1,032-682-9222
242,cheogajip,청라2점,인천광역시,서구,인천광역시 서구 솔빛로 55,032-561-5616
243,cheogajip,복정점,경기도,성남시,경기도 성남시 수정구 복정로 92-1,031-759-0680
244,cheogajip,중앙역점,경기도,안산시,경기도 안산시 단원구 광덕3로 243,031-401-8999
245,cheogajip,덕포점,부산광역시,사상구,"부산광역시 사상구 사상로342번길 40, 1층 102호 (덕포동)",051-301-5900
246,cheogajip,마곡점,서울특별시,강서구,서울특별시 강서구 마곡중앙4로 22,02-6956-7792
247,cheogajip,남해고현점,경상남도,남해군,경상남도 남해군 고현면 탑동로 54,055-863-0920
248,cheogajip,창선점,경상남도,남해군,"경상남도 남해군 창선면 창선로 107-1, 2층",055-867-6000
249,cheogajip,동금점,경상남도,사천시,경상남도 사천시 중앙로 81-1,055-835-2281
250,cheogajip,사천점,경상남도,사천시,경상남도 사천시 사천읍 평화2길 38,055-853-9282
251,cheogajip,감계점,경상남도,창원시,"경상남도 창원시 의창구 북면 동전로 15, 105호",055-293-7877
252,cheogajip,양지점,경기,남양주시,경기 남양주시 오남읍 진건오남로797번길 28,031-573-9282
253,cheogajip,신사점,서울특별시,은평구,서울특별시 은평구 신사동 40-6,02-304-7770
254,cheogajip,중곡역점,서울특별시,광진구,"서울특별시 광진구 긴고랑로 5, 1층(중곡동)",02-3409-8292
255,cheogajip,응암점,서울특별시,은평구,"서울특별시 은평구 백련산로 36, 상가동 106호(응암동, 백련산 힐스테이트 3차)",02-303-8295
256,cheogajip,돈암점,서울특별시,성북구,"서울특별시 성북구 아리랑로6길 4, 1층(동선동5가)",02-6489-0101
257,cheogajip,거여점,서울특별시,송파구,"서울특별시 송파구 거마로7길 3, 1층 101호(거여동)",02-3402-1511
258,cheogajip,밀양내이점,경상남도,밀양시,경상남도 밀양시 북성로4길 16,055-356-9989
259,cheogajip,남지점,경남,창녕군,경남 창녕군 남지읍 남지중앙로 90,055-536-7333
260,cheogajip,신호동점,부산광역시,강서구,부산광역시 강서구 신호산단3로 66 1층 101호,051-831-0318
261,cheogajip,율하2지구점,경상남도,김해시,"경상남도 김해시 율하로 479-1, 331동 1층 104호(장유동, 원메이저푸르지오)",055-327-1811
262,cheogajip,남부동점,경남,양산시,경남 양산시 남부동 605-1번지 106호,055-383-9133
263,cheogajip,세곡점,서울특별시,강남구,"서울특별시 강남구 헌릉로571길 7, 1층 103호(세곡동, 강남레체)",02-451-8989
264,cheogajip,오금점,서울특별시,송파구,"서울특별시 송파구 마천로 165, 1층(오금동)",02-407-1257
265,cheogajip,구산점,경상남도,김해시,경상남도 김해시 구산동 1083-7번지 101호,055-336-4366
266,cheogajip,예산점,충남,예산군,충남 예산군 예산읍 벚꽃로 155번길 43,041-335-7277
267,cheogajip,신창점,광주,광산구,"광주 광산구 신창로36번길 19, 1층(신창동)",062-961-9282
268,cheogajip,장덕점,광주,광산구,"광주 광산구 장덕로39번길 14, 1층(장덕동)",062-961-9281
269,cheogajip,학동방림점,광주,동구,"광주 동구 천변우로 603, 102-101(학동)",062-233-9280
270,cheogajip,운남점,광주,광산구,"광주 광산구 목련로 273번안길 43, 2층(운남동)",062-716-9282
271,cheogajip,전대점,광주,북구,"광주 북구 우치로 100번길 3-2, 1층(용봉동)",062-262-9280
272,cheogajip,법원리점,경기도,파주시,경기도 파주시 법원읍 술이홀로 969,031-959-0101
273,cheogajip,옥정2호점,경기,양주시,경기 양주시 옥정동로5나길 119,031-858-9901
274,cheogajip,전주혁신점,전주시,덕진구,전주시 덕진구 중동 오정2길3,063-222-9283
275,cheogajip,수서점,서울특별시,강남구,서울특별시 강남구 광평로56길 8-9,02-3411-3383
276,cheogajip,석전점,경상남도,창원시,경상남도 창원시 마산회원구 석전북2길 43,055-253-3138
277,cheogajip,등촌점,서울특별시,강서구,서울특별시 강서구 양천로 400-12,02-6967-1799
278,cheogajip,행당점,서울특별시,성동구,"서울특별시 성동구 행당로 76, 1층 117호(행당동, 행당한진타운 단지상가)",02-2299-8292
